Approval,Interest,Debt-to-Income Ratio_z,FICO Score_z,Request Amount_z,Combine,Approval3
"F",10350.000000,-1.264609,-2.676487,1.011045,-14.415524,"1 - Denied"
"F",2250.000000,-1.264609,-2.662021,-0.890027,-14.242629,"1 - Denied"
"F",1350.000000,-1.264609,-2.647555,-1.101257,-14.395076,"1 - Denied"
"F",1800.000000,-1.264609,-2.647555,-0.995642,-14.284344,"1 - Denied"
"F",2700.000000,-1.264609,-2.647555,-0.784412,-14.096344,"1 - Denied"
"F",3150.000000,-1.264609,-2.647555,-0.678797,-14.019075,"1 - Denied"
"F",7200.000000,-1.264609,-2.647555,0.271739,-13.825614,"1 - Denied"
"F",900.000000,-1.264609,-2.633090,-1.206872,-14.459100,"1 - Denied"
"F",1800.000000,-1.264609,-2.633090,-0.995642,-14.226482,"1 - Denied"
"F",1800.000000,-1.264609,-2.633090,-0.995642,-14.226482,"1 - Denied"
"F",1800.000000,-1.264609,-2.633090,-0.995642,-14.226482,"1 - Denied"
"F",1800.000000,-1.264609,-2.633090,-0.995642,-14.226482,"1 - Denied"
"F",2250.000000,-1.264609,-2.633090,-0.890027,-14.126904,"1 - Denied"
"F",2700.000000,-1.264609,-2.633090,-0.784412,-14.038481,"1 - Denied"
"F",3600.000000,-1.264609,-2.633090,-0.573181,-13.895099,"1 - Denied"
"F",5850.000000,-1.264609,-2.633090,-0.045106,-13.731848,"1 - Denied"
"F",7650.000000,-1.264609,-2.633090,0.377354,-13.802028,"1 - Denied"
"F",15750.000000,-1.264609,-2.633090,2.278425,-16.326442,"1 - Denied"
"F",4950.000000,-1.264609,-2.618624,-0.256336,-13.705822,"1 - Denied"
"F",5850.000000,-1.264609,-2.618624,-0.045106,-13.673985,"1 - Denied"
"F",12150.000000,-1.264609,-2.618624,1.433505,-14.700436,"1 - Denied"
"F",225.000000,-1.264609,-2.604158,-1.365294,-14.547119,"1 - Denied"
"F",450.000000,-1.264609,-2.604158,-1.312487,-14.476416,"1 - Denied"
"F",450.000000,-1.264609,-2.604158,-1.312487,-14.476416,"1 - Denied"
"F",900.000000,-1.264609,-2.604158,-1.206872,-14.343375,"1 - Denied"
"F",1800.000000,-1.264609,-2.604158,-0.995642,-14.110756,"1 - Denied"
"F",2250.000000,-1.264609,-2.604158,-0.890027,-14.011179,"1 - Denied"
"F",2250.000000,-1.264609,-2.604158,-0.890027,-14.011179,"1 - Denied"
"F",2700.000000,-1.264609,-2.604158,-0.784412,-13.922756,"1 - Denied"
"F",450.000000,-1.264609,-2.589693,-1.312487,-14.418553,"1 - Denied"
"F",450.000000,-1.264609,-2.589693,-1.312487,-14.418553,"1 - Denied"
"F",3150.000000,-1.264609,-2.589693,-0.678797,-13.787625,"1 - Denied"
"F",4500.000000,-1.264609,-2.589693,-0.361951,-13.622747,"1 - Denied"
"F",4950.000000,-1.264609,-2.589693,-0.256336,-13.590096,"1 - Denied"
"F",8100.000000,-1.264609,-2.589693,0.482969,-13.673872,"1 - Denied"
"F",16200.000000,-1.264609,-2.589693,2.384040,-16.399067,"1 - Denied"
"F",900.000000,-1.264609,-2.575227,-1.206872,-14.227649,"1 - Denied"
"F",2250.000000,-1.264609,-2.575227,-0.890027,-13.895453,"1 - Denied"
"F",4050.000000,-1.264609,-2.575227,-0.467566,-13.608689,"1 - Denied"
"F",4950.000000,-1.264609,-2.575227,-0.256336,-13.532234,"1 - Denied"
"F",5400.000000,-1.264609,-2.575227,-0.150721,-13.510738,"1 - Denied"
"F",8550.000000,-1.264609,-2.575227,0.588584,-13.672595,"1 - Denied"
"F",225.000000,-1.264609,-2.560761,-1.365294,-14.373531,"1 - Denied"
"F",1350.000000,-1.264609,-2.560761,-1.101257,-14.047900,"1 - Denied"
"F",5400.000000,-1.264609,-2.560761,-0.150721,-13.452875,"1 - Denied"
"F",5850.000000,-1.264609,-2.560761,-0.045106,-13.442534,"1 - Denied"
"F",6750.000000,-1.264609,-2.560761,0.166124,-13.455315,"1 - Denied"
"F",9000.000000,-1.264609,-2.560761,0.694199,-13.682473,"1 - Denied"
"F",225.000000,-1.264609,-2.546296,-1.365294,-14.315669,"1 - Denied"
"F",900.000000,-1.264609,-2.546296,-1.206872,-14.111924,"1 - Denied"
"F",900.000000,-1.264609,-2.546296,-1.206872,-14.111924,"1 - Denied"
"F",1350.000000,-1.264609,-2.546296,-1.101257,-13.990037,"1 - Denied"
"F",1800.000000,-1.264609,-2.546296,-0.995642,-13.879305,"1 - Denied"
"F",2250.000000,-1.264609,-2.546296,-0.890027,-13.779728,"1 - Denied"
"F",5850.000000,-1.264609,-2.546296,-0.045106,-13.384671,"1 - Denied"
"F",9900.000000,-1.264609,-2.546296,0.905430,-13.793555,"1 - Denied"
"F",12600.000000,-1.264609,-2.546296,1.539120,-14.568099,"1 - Denied"
"F",225.000000,-1.264609,-2.531830,-1.365294,-14.257806,"1 - Denied"
"F",450.000000,-1.264609,-2.531830,-1.312487,-14.187102,"1 - Denied"
"F",1350.000000,-1.264609,-2.531830,-1.101257,-13.932175,"1 - Denied"
"F",1800.000000,-1.264609,-2.531830,-0.995642,-13.821443,"1 - Denied"
"F",5400.000000,-1.264609,-2.531830,-0.150721,-13.337150,"1 - Denied"
"F",5400.000000,-1.264609,-2.531830,-0.150721,-13.337150,"1 - Denied"
"F",450.000000,-1.264609,-2.517364,-1.312487,-14.129240,"1 - Denied"
"F",900.000000,-1.264609,-2.517364,-1.206872,-13.996199,"1 - Denied"
"F",2700.000000,-1.264609,-2.517364,-0.784412,-13.575579,"1 - Denied"
"F",3150.000000,-1.264609,-2.517364,-0.678797,-13.498311,"1 - Denied"
"F",4050.000000,-1.264609,-2.517364,-0.467566,-13.377238,"1 - Denied"
"F",5400.000000,-1.264609,-2.517364,-0.150721,-13.279287,"1 - Denied"
"F",9000.000000,-1.264609,-2.517364,0.694199,-13.508885,"1 - Denied"
"F",15750.000000,-1.264609,-2.517364,2.278425,-15.863540,"1 - Denied"
"F",1800.000000,-1.264609,-2.502899,-0.995642,-13.705717,"1 - Denied"
"F",3600.000000,-1.264609,-2.502899,-0.573181,-13.374335,"1 - Denied"
"F",4500.000000,-1.264609,-2.502899,-0.361951,-13.275570,"1 - Denied"
"F",11250.000000,-1.264609,-2.502899,1.222275,-13.957044,"1 - Denied"
"F",12150.000000,-1.264609,-2.502899,1.433505,-14.237534,"1 - Denied"
"F",450.000000,-1.264609,-2.488433,-1.312487,-14.013514,"1 - Denied"
"F",450.000000,-1.264609,-2.488433,-1.312487,-14.013514,"1 - Denied"
"F",900.000000,-1.264609,-2.488433,-1.206872,-13.880473,"1 - Denied"
"F",2250.000000,-1.264609,-2.488433,-0.890027,-13.548277,"1 - Denied"
"F",2250.000000,-1.264609,-2.488433,-0.890027,-13.548277,"1 - Denied"
"F",3150.000000,-1.264609,-2.488433,-0.678797,-13.382586,"1 - Denied"
"F",3150.000000,-1.264609,-2.488433,-0.678797,-13.382586,"1 - Denied"
"F",4050.000000,-1.264609,-2.488433,-0.467566,-13.261512,"1 - Denied"
"F",6750.000000,-1.264609,-2.488433,0.166124,-13.166002,"1 - Denied"
"F",225.000000,-1.264609,-2.473967,-1.365294,-14.026355,"1 - Denied"
"F",900.000000,-1.264609,-2.473967,-1.206872,-13.822610,"1 - Denied"
"F",900.000000,-1.264609,-2.473967,-1.206872,-13.822610,"1 - Denied"
"F",900.000000,-1.264609,-2.473967,-1.206872,-13.822610,"1 - Denied"
"F",1800.000000,-1.264609,-2.473967,-0.995642,-13.589992,"1 - Denied"
"F",1800.000000,-1.264609,-2.473967,-0.995642,-13.589992,"1 - Denied"
"F",2700.000000,-1.264609,-2.473967,-0.784412,-13.401991,"1 - Denied"
"F",3150.000000,-1.264609,-2.473967,-0.678797,-13.324723,"1 - Denied"
"F",3150.000000,-1.264609,-2.473967,-0.678797,-13.324723,"1 - Denied"
"F",7200.000000,-1.264609,-2.473967,0.271739,-13.131262,"1 - Denied"
"F",10800.000000,-1.264609,-2.473967,1.116660,-13.717805,"1 - Denied"
"F",450.000000,-1.264609,-2.459502,-1.312487,-13.897789,"1 - Denied"
"F",900.000000,-1.264609,-2.459502,-1.206872,-13.764748,"1 - Denied"
"F",2700.000000,-1.264609,-2.459502,-0.784412,-13.344129,"1 - Denied"
"F",3600.000000,-1.264609,-2.459502,-0.573181,-13.200746,"1 - Denied"
"F",450.000000,-1.264609,-2.445036,-1.312487,-13.839926,"1 - Denied"
"F",900.000000,-1.264609,-2.445036,-1.206872,-13.706885,"1 - Denied"
"F",1350.000000,-1.264609,-2.445036,-1.101257,-13.584998,"1 - Denied"
"F",1800.000000,-1.264609,-2.445036,-0.995642,-13.474266,"1 - Denied"
"F",4500.000000,-1.264609,-2.445036,-0.361951,-13.044120,"1 - Denied"
"F",4950.000000,-1.264609,-2.445036,-0.256336,-13.011469,"1 - Denied"
"F",9000.000000,-1.264609,-2.445036,0.694199,-13.219572,"1 - Denied"
"F",450.000000,-1.264609,-2.430570,-1.312487,-13.782063,"1 - Denied"
"F",450.000000,-1.264609,-2.430570,-1.312487,-13.782063,"1 - Denied"
"F",1350.000000,-1.264609,-2.430570,-1.101257,-13.527136,"1 - Denied"
"F",1350.000000,-1.264609,-2.430570,-1.101257,-13.527136,"1 - Denied"
"F",3600.000000,-1.264609,-2.430570,-0.573181,-13.085021,"1 - Denied"
"F",5850.000000,-1.264609,-2.430570,-0.045106,-12.921770,"1 - Denied"
"F",9450.000000,-1.264609,-2.430570,0.799814,-13.240604,"1 - Denied"
"F",900.000000,-1.264609,-2.416105,-1.206872,-13.591160,"1 - Denied"
"F",900.000000,-1.264609,-2.416105,-1.206872,-13.591160,"1 - Denied"
"F",1800.000000,-1.264609,-2.416105,-0.995642,-13.358541,"1 - Denied"
"F",2250.000000,-1.264609,-2.416105,-0.890027,-13.258964,"1 - Denied"
"F",8100.000000,-1.264609,-2.416105,0.482969,-12.979519,"1 - Denied"
"F",225.000000,-1.264609,-2.401639,-1.365294,-13.737042,"1 - Denied"
"F",900.000000,-1.264609,-2.401639,-1.206872,-13.533297,"1 - Denied"
"F",1350.000000,-1.264609,-2.401639,-1.101257,-13.411410,"1 - Denied"
"F",1800.000000,-1.264609,-2.401639,-0.995642,-13.300678,"1 - Denied"
"F",2250.000000,-1.264609,-2.401639,-0.890027,-13.201101,"1 - Denied"
"F",3600.000000,-1.264609,-2.401639,-0.573181,-12.969296,"1 - Denied"
"F",3600.000000,-1.264609,-2.401639,-0.573181,-12.969296,"1 - Denied"
"F",10800.000000,-1.264609,-2.401639,1.116660,-13.428491,"1 - Denied"
"F",225.000000,-1.264609,-2.387173,-1.365294,-13.679179,"1 - Denied"
"F",1350.000000,-1.264609,-2.387173,-1.101257,-13.353548,"1 - Denied"
"F",1800.000000,-1.264609,-2.387173,-0.995642,-13.242816,"1 - Denied"
"F",3150.000000,-1.264609,-2.387173,-0.678797,-12.977547,"1 - Denied"
"F",3150.000000,-1.264609,-2.387173,-0.678797,-12.977547,"1 - Denied"
"F",4500.000000,-1.264609,-2.387173,-0.361951,-12.812669,"1 - Denied"
"F",900.000000,-1.264609,-2.372707,-1.206872,-13.417572,"1 - Denied"
"F",2250.000000,-1.264609,-2.372707,-0.890027,-13.085375,"1 - Denied"
"F",4050.000000,-1.264609,-2.372707,-0.467566,-12.798611,"1 - Denied"
"F",4950.000000,-1.264609,-2.372707,-0.256336,-12.722156,"1 - Denied"
"F",7200.000000,-1.264609,-2.372707,0.271739,-12.726223,"1 - Denied"
"F",15750.000000,-1.264609,-2.372707,2.278425,-15.284913,"1 - Denied"
"F",900.000000,-1.264609,-2.358242,-1.206872,-13.359709,"1 - Denied"
"F",1350.000000,-1.264609,-2.358242,-1.101257,-13.237822,"1 - Denied"
"F",1350.000000,-1.264609,-2.358242,-1.101257,-13.237822,"1 - Denied"
"F",1800.000000,-1.264609,-2.358242,-0.995642,-13.127090,"1 - Denied"
"F",2700.000000,-1.264609,-2.358242,-0.784412,-12.939090,"1 - Denied"
"F",3150.000000,-1.264609,-2.358242,-0.678797,-12.861821,"1 - Denied"
"F",6300.000000,-1.264609,-2.358242,0.060509,-12.633270,"1 - Denied"
"F",13500.000000,-1.264609,-2.358242,1.750350,-14.163302,"1 - Denied"
"F",15750.000000,-1.264609,-2.358242,2.278425,-15.227050,"1 - Denied"
"F",225.000000,-1.264609,-2.343776,-1.365294,-13.505591,"1 - Denied"
"F",4500.000000,-1.264609,-2.343776,-0.361951,-12.639081,"1 - Denied"
"F",5400.000000,-1.264609,-2.343776,-0.150721,-12.584935,"1 - Denied"
"F",5400.000000,-1.264609,-2.343776,-0.150721,-12.584935,"1 - Denied"
"F",900.000000,-1.264609,-2.329310,-1.206872,-13.243983,"1 - Denied"
"F",1350.000000,-1.264609,-2.329310,-1.101257,-13.122097,"1 - Denied"
"F",2250.000000,-1.264609,-2.329310,-0.890027,-12.911787,"1 - Denied"
"F",3150.000000,-1.264609,-2.329310,-0.678797,-12.746096,"1 - Denied"
"F",3600.000000,-1.264609,-2.329310,-0.573181,-12.679982,"1 - Denied"
"F",15750.000000,-1.264609,-2.329310,2.278425,-15.111325,"1 - Denied"
"F",225.000000,-1.264609,-2.314845,-1.365294,-13.389865,"1 - Denied"
"F",450.000000,-1.264609,-2.314845,-1.312487,-13.319162,"1 - Denied"
"F",900.000000,-1.264609,-2.314845,-1.206872,-13.186121,"1 - Denied"
"F",2250.000000,-1.264609,-2.314845,-0.890027,-12.853925,"1 - Denied"
"F",2700.000000,-1.264609,-2.314845,-0.784412,-12.765502,"1 - Denied"
"F",3600.000000,-1.264609,-2.314845,-0.573181,-12.622119,"1 - Denied"
"F",15300.000000,-1.264609,-2.314845,2.172810,-14.818403,"1 - Denied"
"F",1350.000000,-1.264609,-2.300379,-1.101257,-13.006371,"1 - Denied"
"F",2700.000000,-1.264609,-2.300379,-0.784412,-12.707639,"1 - Denied"
"F",4050.000000,-1.264609,-2.300379,-0.467566,-12.509297,"1 - Denied"
"F",6750.000000,-1.264609,-2.300379,0.166124,-12.413787,"1 - Denied"
"F",7200.000000,-1.264609,-2.300379,0.271739,-12.436909,"1 - Denied"
"F",225.000000,-1.264609,-2.285913,-1.365294,-13.274140,"1 - Denied"
"F",225.000000,-1.264609,-2.285913,-1.365294,-13.274140,"1 - Denied"
"F",1800.000000,-1.264609,-2.285913,-0.995642,-12.837777,"1 - Denied"
"F",3150.000000,-1.264609,-2.285913,-0.678797,-12.572508,"1 - Denied"
"F",5400.000000,-1.264609,-2.285913,-0.150721,-12.353484,"1 - Denied"
"F",5400.000000,-1.264609,-2.285913,-0.150721,-12.353484,"1 - Denied"
"F",17100.000000,-1.264609,-2.285913,2.595271,-15.709840,"1 - Denied"
"F",225.000000,-1.264609,-2.271448,-1.365294,-13.216277,"1 - Denied"
"F",225.000000,-1.264609,-2.271448,-1.365294,-13.216277,"1 - Denied"
"F",225.000000,-1.264609,-2.271448,-1.365294,-13.216277,"1 - Denied"
"F",450.000000,-1.264609,-2.271448,-1.312487,-13.145574,"1 - Denied"
"F",450.000000,-1.264609,-2.271448,-1.312487,-13.145574,"1 - Denied"
"F",1350.000000,-1.264609,-2.271448,-1.101257,-12.890646,"1 - Denied"
"F",4050.000000,-1.264609,-2.271448,-0.467566,-12.393572,"1 - Denied"
"F",5400.000000,-1.264609,-2.271448,-0.150721,-12.295621,"1 - Denied"
"F",6300.000000,-1.264609,-2.271448,0.060509,-12.286093,"1 - Denied"
"F",9900.000000,-1.264609,-2.271448,0.905430,-12.694164,"1 - Denied"
"F",17100.000000,-1.264609,-2.271448,2.595271,-15.651977,"1 - Denied"
"F",450.000000,-1.264609,-2.256982,-1.312487,-13.087711,"1 - Denied"
"F",900.000000,-1.264609,-2.256982,-1.206872,-12.954670,"1 - Denied"
"F",1350.000000,-1.264609,-2.256982,-1.101257,-12.832783,"1 - Denied"
"F",1350.000000,-1.264609,-2.256982,-1.101257,-12.832783,"1 - Denied"
"F",2700.000000,-1.264609,-2.256982,-0.784412,-12.534051,"1 - Denied"
"F",3150.000000,-1.264609,-2.256982,-0.678797,-12.456782,"1 - Denied"
"F",5850.000000,-1.264609,-2.256982,-0.045106,-12.227417,"1 - Denied"
"F",10350.000000,-1.264609,-2.256982,1.011045,-12.737506,"1 - Denied"
"F",11250.000000,-1.264609,-2.256982,1.222275,-12.973378,"1 - Denied"
"F",17100.000000,-1.264609,-2.256982,2.595271,-15.594115,"1 - Denied"
"F",450.000000,-1.264609,-2.242516,-1.312487,-13.029848,"1 - Denied"
"F",1350.000000,-1.264609,-2.242516,-1.101257,-12.774921,"1 - Denied"
"F",2700.000000,-1.264609,-2.242516,-0.784412,-12.476188,"1 - Denied"
"F",5400.000000,-1.264609,-2.242516,-0.150721,-12.179896,"1 - Denied"
"F",225.000000,-1.264609,-2.228051,-1.365294,-13.042689,"1 - Denied"
"F",450.000000,-1.264609,-2.228051,-1.312487,-12.971986,"1 - Denied"
"F",900.000000,-1.264609,-2.228051,-1.206872,-12.838944,"1 - Denied"
"F",450.000000,-1.264609,-2.213585,-1.312487,-12.914123,"1 - Denied"
"F",900.000000,-1.264609,-2.213585,-1.206872,-12.781082,"1 - Denied"
"F",1350.000000,-1.264609,-2.213585,-1.101257,-12.659195,"1 - Denied"
"F",1350.000000,-1.264609,-2.213585,-1.101257,-12.659195,"1 - Denied"
"F",1800.000000,-1.264609,-2.213585,-0.995642,-12.548463,"1 - Denied"
"F",1800.000000,-1.264609,-2.213585,-0.995642,-12.548463,"1 - Denied"
"F",2250.000000,-1.264609,-2.213585,-0.890027,-12.448886,"1 - Denied"
"F",2700.000000,-1.264609,-2.213585,-0.784412,-12.360463,"1 - Denied"
"F",5400.000000,-1.264609,-2.213585,-0.150721,-12.064170,"1 - Denied"
"F",13500.000000,-1.264609,-2.213585,1.750350,-13.584675,"1 - Denied"
"F",450.000000,-1.264609,-2.199119,-1.312487,-12.856260,"1 - Denied"
"F",1350.000000,-1.264609,-2.199119,-1.101257,-12.601332,"1 - Denied"
"F",450.000000,-1.264609,-2.184654,-1.312487,-12.798397,"1 - Denied"
"F",1350.000000,-1.264609,-2.184654,-1.101257,-12.543470,"1 - Denied"
"F",2250.000000,-1.264609,-2.184654,-0.890027,-12.333160,"1 - Denied"
"F",3150.000000,-1.264609,-2.184654,-0.678797,-12.167469,"1 - Denied"
"F",3600.000000,-1.264609,-2.184654,-0.573181,-12.101355,"1 - Denied"
"F",4950.000000,-1.264609,-2.184654,-0.256336,-11.969941,"1 - Denied"
"F",1800.000000,-1.264609,-2.170188,-0.995642,-12.374875,"1 - Denied"
"F",1800.000000,-1.264609,-2.170188,-0.995642,-12.374875,"1 - Denied"
"F",4050.000000,-1.264609,-2.170188,-0.467566,-11.988533,"1 - Denied"
"F",4500.000000,-1.264609,-2.170188,-0.361951,-11.944728,"1 - Denied"
"F",4950.000000,-1.264609,-2.170188,-0.256336,-11.912078,"1 - Denied"
"F",450.000000,-1.264609,-2.155722,-1.312487,-12.682672,"1 - Denied"
"F",1350.000000,-1.264609,-2.155722,-1.101257,-12.427744,"1 - Denied"
"F",4950.000000,-1.264609,-2.155722,-0.256336,-11.854215,"1 - Denied"
"F",7200.000000,-1.264609,-2.155722,0.271739,-11.858282,"1 - Denied"
"F",12150.000000,-1.264609,-2.155722,1.433505,-12.848829,"1 - Denied"
"F",225.000000,-1.264609,-2.141257,-1.365294,-12.695513,"1 - Denied"
"F",1800.000000,-1.264609,-2.141257,-0.995642,-12.259150,"1 - Denied"
"F",1800.000000,-1.264609,-2.141257,-0.995642,-12.259150,"1 - Denied"
"F",1800.000000,-1.264609,-2.141257,-0.995642,-12.259150,"1 - Denied"
"F",3150.000000,-1.264609,-2.141257,-0.678797,-11.993881,"1 - Denied"
"F",3600.000000,-1.264609,-2.141257,-0.573181,-11.927767,"1 - Denied"
"F",4950.000000,-1.264609,-2.141257,-0.256336,-11.796353,"1 - Denied"
"F",225.000000,-1.264609,-2.126791,-1.365294,-12.637650,"1 - Denied"
"F",450.000000,-1.264609,-2.126791,-1.312487,-12.566947,"1 - Denied"
"F",450.000000,-1.264609,-2.126791,-1.312487,-12.566947,"1 - Denied"
"F",1350.000000,-1.264609,-2.126791,-1.101257,-12.312019,"1 - Denied"
"F",1350.000000,-1.264609,-2.126791,-1.101257,-12.312019,"1 - Denied"
"F",4500.000000,-1.264609,-2.126791,-0.361951,-11.771140,"1 - Denied"
"F",4950.000000,-1.264609,-2.126791,-0.256336,-11.738490,"1 - Denied"
"F",5400.000000,-1.264609,-2.126791,-0.150721,-11.716994,"1 - Denied"
"F",11250.000000,-1.264609,-2.126791,1.222275,-12.452613,"1 - Denied"
"F",225.000000,-1.264609,-2.112325,-1.365294,-12.579787,"1 - Denied"
"F",1350.000000,-1.264609,-2.112325,-1.101257,-12.254156,"1 - Denied"
"F",3600.000000,-1.264609,-2.112325,-0.573181,-11.812041,"1 - Denied"
"F",3600.000000,-1.264609,-2.112325,-0.573181,-11.812041,"1 - Denied"
"F",4950.000000,-1.264609,-2.112325,-0.256336,-11.680627,"1 - Denied"
"F",5850.000000,-1.264609,-2.112325,-0.045106,-11.648790,"1 - Denied"
"F",9450.000000,-1.264609,-2.112325,0.799814,-11.967625,"1 - Denied"
"F",11700.000000,-1.264609,-2.112325,1.327890,-12.529419,"1 - Denied"
"F",14400.000000,-1.264609,-2.112325,1.961580,-13.571671,"1 - Denied"
"F",450.000000,-1.264609,-2.097860,-1.312487,-12.451221,"1 - Denied"
"F",450.000000,-1.264609,-2.097860,-1.312487,-12.451221,"1 - Denied"
"F",1350.000000,-1.264609,-2.097860,-1.101257,-12.196294,"1 - Denied"
"F",1800.000000,-1.264609,-2.097860,-0.995642,-12.085561,"1 - Denied"
"F",3600.000000,-1.264609,-2.097860,-0.573181,-11.754179,"1 - Denied"
"F",3600.000000,-1.264609,-2.097860,-0.573181,-11.754179,"1 - Denied"
"F",5400.000000,-1.264609,-2.097860,-0.150721,-11.601269,"1 - Denied"
"F",7200.000000,-1.264609,-2.097860,0.271739,-11.626831,"1 - Denied"
"F",900.000000,-1.264609,-2.083394,-1.206872,-12.260317,"1 - Denied"
"F",1350.000000,-1.264609,-2.083394,-1.101257,-12.138431,"1 - Denied"
"F",2250.000000,-1.264609,-2.083394,-0.890027,-11.928121,"1 - Denied"
"F",2250.000000,-1.264609,-2.083394,-0.890027,-11.928121,"1 - Denied"
"F",17100.000000,-1.264609,-2.083394,2.595271,-14.899762,"1 - Denied"
"F",225.000000,-1.264609,-2.068928,-1.365294,-12.406199,"1 - Denied"
"F",900.000000,-1.264609,-2.068928,-1.206872,-12.202455,"1 - Denied"
"F",1800.000000,-1.264609,-2.068928,-0.995642,-11.969836,"1 - Denied"
"F",3150.000000,-1.264609,-2.068928,-0.678797,-11.704567,"1 - Denied"
"F",3150.000000,-1.264609,-2.068928,-0.678797,-11.704567,"1 - Denied"
"F",3600.000000,-1.264609,-2.068928,-0.573181,-11.638453,"1 - Denied"
"F",4950.000000,-1.264609,-2.068928,-0.256336,-11.507039,"1 - Denied"
"F",6750.000000,-1.264609,-2.068928,0.166124,-11.487983,"1 - Denied"
"F",17100.000000,-1.264609,-2.068928,2.595271,-14.841900,"1 - Denied"
"F",1350.000000,-1.264609,-2.054463,-1.101257,-12.022705,"1 - Denied"
"F",2700.000000,-1.264609,-2.054463,-0.784412,-11.723973,"1 - Denied"
"F",4500.000000,-1.264609,-2.054463,-0.361951,-11.481827,"1 - Denied"
"F",4950.000000,-1.264609,-2.054463,-0.256336,-11.449176,"1 - Denied"
"F",5400.000000,-1.264609,-2.054463,-0.150721,-11.427681,"1 - Denied"
"F",5400.000000,-1.264609,-2.054463,-0.150721,-11.427681,"1 - Denied"
"F",225.000000,-1.264609,-2.039997,-1.365294,-12.290474,"1 - Denied"
"F",1350.000000,-1.264609,-2.039997,-1.101257,-11.964843,"1 - Denied"
"F",2250.000000,-1.264609,-2.039997,-0.890027,-11.754533,"1 - Denied"
"F",2250.000000,-1.264609,-2.039997,-0.890027,-11.754533,"1 - Denied"
"F",2700.000000,-1.264609,-2.039997,-0.784412,-11.666110,"1 - Denied"
"F",3600.000000,-1.264609,-2.039997,-0.573181,-11.522728,"1 - Denied"
"F",11250.000000,-1.264609,-2.039997,1.222275,-12.105437,"1 - Denied"
"F",450.000000,-1.264609,-2.025531,-1.312487,-12.161908,"1 - Denied"
"F",900.000000,-1.264609,-2.025531,-1.206872,-12.028867,"1 - Denied"
"F",1800.000000,-1.264609,-2.025531,-0.995642,-11.796248,"1 - Denied"
"F",1800.000000,-1.264609,-2.025531,-0.995642,-11.796248,"1 - Denied"
"F",2250.000000,-1.264609,-2.025531,-0.890027,-11.696670,"1 - Denied"
"F",2250.000000,-1.264609,-2.025531,-0.890027,-11.696670,"1 - Denied"
"F",3150.000000,-1.264609,-2.025531,-0.678797,-11.530979,"1 - Denied"
"F",4050.000000,-1.264609,-2.025531,-0.467566,-11.409906,"1 - Denied"
"F",4500.000000,-1.264609,-2.025531,-0.361951,-11.366101,"1 - Denied"
"F",4950.000000,-1.264609,-2.025531,-0.256336,-11.333451,"1 - Denied"
"F",4950.000000,-1.264609,-2.025531,-0.256336,-11.333451,"1 - Denied"
"F",12150.000000,-1.264609,-2.025531,1.433505,-12.328065,"1 - Denied"
"F",900.000000,-1.264609,-2.011066,-1.206872,-11.971004,"1 - Denied"
"F",1350.000000,-1.264609,-2.011066,-1.101257,-11.849117,"1 - Denied"
"F",1800.000000,-1.264609,-2.011066,-0.995642,-11.738385,"1 - Denied"
"F",2250.000000,-1.264609,-2.011066,-0.890027,-11.638808,"1 - Denied"
"F",3150.000000,-1.264609,-2.011066,-0.678797,-11.473116,"1 - Denied"
"F",3600.000000,-1.264609,-2.011066,-0.573181,-11.407003,"1 - Denied"
"F",4050.000000,-1.264609,-2.011066,-0.467566,-11.352043,"1 - Denied"
"F",4050.000000,-1.264609,-2.011066,-0.467566,-11.352043,"1 - Denied"
"F",5400.000000,-1.264609,-2.011066,-0.150721,-11.254092,"1 - Denied"
"F",9450.000000,-1.264609,-2.011066,0.799814,-11.562586,"1 - Denied"
"F",11250.000000,-1.264609,-2.011066,1.222275,-11.989712,"1 - Denied"
"F",1800.000000,-1.264609,-1.996600,-0.995642,-11.680523,"1 - Denied"
"F",2250.000000,-1.264609,-1.996600,-0.890027,-11.580945,"1 - Denied"
"F",3600.000000,-1.264609,-1.996600,-0.573181,-11.349140,"1 - Denied"
"F",7650.000000,-1.264609,-1.996600,0.377354,-11.256069,"1 - Denied"
"F",10350.000000,-1.264609,-1.996600,1.011045,-11.695977,"1 - Denied"
"F",450.000000,-1.264609,-1.982134,-1.312487,-11.988320,"1 - Denied"
"F",900.000000,-1.264609,-1.982134,-1.206872,-11.855278,"1 - Denied"
"F",1350.000000,-1.264609,-1.982134,-1.101257,-11.733392,"1 - Denied"
"F",2250.000000,-1.264609,-1.982134,-0.890027,-11.523082,"1 - Denied"
"F",5850.000000,-1.264609,-1.982134,-0.045106,-11.128026,"1 - Denied"
"F",12600.000000,-1.264609,-1.982134,1.539120,-12.311454,"1 - Denied"
"F",900.000000,-1.264609,-1.967669,-1.206872,-11.797416,"1 - Denied"
"F",1350.000000,-1.264609,-1.967669,-1.101257,-11.675529,"1 - Denied"
"F",2250.000000,-1.264609,-1.967669,-0.890027,-11.465220,"1 - Denied"
"F",12600.000000,-1.264609,-1.967669,1.539120,-12.253591,"1 - Denied"
"F",6300.000000,-1.264609,-1.953203,0.060509,-11.013114,"1 - Denied"
"F",16200.000000,-1.264609,-1.953203,2.384040,-13.853108,"1 - Denied"
"F",900.000000,-1.264609,-1.938737,-1.206872,-11.681690,"1 - Denied"
"F",1800.000000,-1.264609,-1.938737,-0.995642,-11.449072,"1 - Denied"
