type,quality,alcohol_z,chlorides_z,citric acid_z,density_z,fixed acidity_z,free sulfur dioxide_z,pH_z,residual sugar_z,sulphates_z,total sulfur dioxide_z,volatile acidity_z,Training
"white",6,-1.466819,-0.017462,0.618468,1.726116,-0.385466,2.506412,-0.149001,2.383446,-0.623848,0.710233,-0.911762,0.455915
"white",5,-1.466819,-0.017462,1.093901,1.216428,0.225104,1.723901,-1.585577,1.660505,-0.094635,1.079339,0.042198,0.435891
"white",6,-1.466819,0.089886,-1.011587,1.608229,-0.690751,1.164964,-0.586220,2.869171,-0.359241,1.325410,-0.136670,0.591607
"white",6,-1.466819,0.089886,1.501415,2.530522,1.522565,0.885496,-0.898519,2.767507,0.500729,2.116352,-0.017425,0.574841
"white",5,-1.466819,0.116724,-0.400317,1.615164,-0.690751,1.612114,-0.711139,2.835283,-0.293090,1.466022,0.042198,0.074002
"white",6,-1.466819,0.331421,-0.807830,1.580491,-0.767072,0.158878,-0.461300,2.948242,-0.226938,0.762963,0.042198,0.121755
"white",5,-1.466819,0.599793,0.007197,0.727543,-0.385466,0.382453,-1.273278,1.186076,-0.557696,0.130210,-0.613650,0.354731
"white",6,-1.466819,0.680304,1.501415,0.477900,-0.538109,1.891582,-2.085255,0.779422,-0.954605,0.850845,-1.031007,0.621094
"white",5,-1.466819,0.895002,-0.400317,-0.042190,0.072461,-1.294357,-1.335737,-0.395356,-0.094635,0.358704,0.996158,0.309894
"white",5,-1.382623,-0.634718,0.754306,0.997990,-0.614430,1.891582,-0.898519,1.705689,-1.020757,2.028469,-0.494405,0.484697
"white",5,-1.382623,-0.607881,-0.671992,0.547245,-0.309145,1.388539,-0.211461,0.689055,-0.094635,1.553904,-0.434782,0.420598
"white",6,-1.382623,-0.581043,1.161820,0.970252,-0.461787,1.500326,-0.898519,1.434587,0.037668,0.393857,-0.345349,0.572619
"white",6,-1.382623,-0.554206,1.773091,1.102008,0.454067,0.773709,-1.023438,1.389403,-0.822302,0.815692,-0.434782,0.371526
"white",6,-1.382623,-0.527369,2.384361,0.720609,0.225104,1.276752,-2.022795,0.689055,-0.822302,0.903575,-0.315537,0.619185
"white",6,-1.382623,-0.500532,0.686387,0.609656,-0.385466,3.065349,-1.148358,1.208668,-0.623848,1.184798,-1.031007,0.011541
"white",5,-1.382623,-0.500532,2.656037,1.209493,0.225104,1.220858,-1.210818,1.524954,-0.491544,0.587198,-1.031007,0.572298
"white",5,-1.382623,-0.420020,-0.943668,0.477900,-0.309145,2.282837,-0.523760,0.553503,-0.822302,1.905434,-0.136670,0.688705
"white",5,-1.382623,-0.420020,0.822225,0.183182,-0.843394,1.723901,-0.648679,0.372768,-0.888454,2.028469,-0.434782,0.021084
"white",5,-1.382623,-0.393183,-1.011587,0.477900,-0.232824,2.171050,-0.586220,0.576095,-0.888454,1.835128,-0.136670,0.704402
"white",6,-1.382623,-0.339509,-0.196560,1.587426,-0.461787,1.332645,-0.336380,2.112343,0.302275,1.096916,0.042198,0.404757
"white",5,-1.382623,-0.339509,0.143035,1.816265,0.454067,2.003369,-0.024081,1.954200,1.426852,1.219951,-0.554027,0.388401
"white",6,-1.382623,-0.312672,1.229739,0.997990,-0.385466,0.438347,-1.148358,1.592730,-0.028483,0.218092,-0.255915,0.490933
"white",5,-1.382623,-0.285834,1.773091,1.310044,0.377746,1.668007,-0.898519,1.592730,-0.491544,1.096916,-0.375160,0.374946
"white",4,-1.382623,-0.285834,1.841009,1.254568,0.225104,1.556220,-0.336380,1.524954,-0.491544,0.868422,-0.494405,0.179417
"white",5,-1.382623,-0.285834,1.976847,1.275372,0.377746,1.891582,-0.960979,1.570138,-0.491544,1.132069,-0.434782,0.069156
"white",5,-1.382623,-0.258997,-0.807830,1.067336,-1.072357,-0.232377,-0.836059,2.485109,-0.491544,0.903575,-0.077047,0.099768
"white",6,-1.382623,-0.258997,-0.536154,1.538884,-0.919715,0.661921,-0.773599,2.880467,-0.557696,-0.063132,-0.375160,0.129600
"white",4,-1.382623,-0.258997,-0.264479,0.581918,-0.538109,1.332645,-0.836059,0.779422,0.037668,1.676940,-0.375160,0.203672
"white",5,-1.382623,-0.258997,0.007197,0.547245,-0.767072,1.947476,-0.336380,0.847198,-0.425393,1.923011,-0.434782,0.286449
"white",5,-1.382623,-0.232160,-1.079506,1.559687,0.072461,1.612114,-0.586220,2.225302,-0.557696,2.204234,0.161443,0.704097
"white",6,-1.382623,-0.232160,-0.400317,0.928645,-0.919715,1.109071,0.475597,1.660505,-1.153060,0.569622,-0.911762,0.450098
"white",7,-1.382623,-0.178486,0.278873,1.414062,0.072461,0.270666,-1.148358,1.818649,-0.491544,1.501175,-0.554027,0.729172
"white",5,-1.382623,-0.124811,-0.536154,0.547245,-0.309145,1.332645,-0.586220,0.621279,-0.425393,1.747246,-0.494405,0.368622
"white",6,-1.382623,-0.124811,-0.264479,0.581918,-0.461787,1.388539,-0.836059,0.779422,0.103820,1.694516,-0.375160,0.602924
"white",6,-1.382623,-0.097974,-0.060722,1.206026,0.454067,0.885496,-1.023438,1.615322,-0.028483,0.446586,-0.971385,0.642803
"white",5,-1.382623,-0.097974,0.822225,0.807291,-0.461787,1.779795,-1.273278,0.892382,-0.557696,1.114492,-0.315537,0.592474
"white",5,-1.382623,-0.044300,-1.215344,-0.146208,-0.080181,-0.344164,-0.461300,-0.869785,-0.689999,-0.537697,0.131632,0.381841
"white",8,-1.382623,-0.017462,-0.128641,1.552753,0.301425,1.276752,-0.523760,2.067159,-0.491544,1.712093,-0.852140,0.740728
"white",5,-1.382623,0.036212,0.210954,2.735091,0.225104,5.468776,1.350035,2.880467,-0.689999,1.712093,-0.673272,0.404589
"white",5,-1.382623,0.089886,-1.351182,0.360013,-0.614430,0.158878,-0.024081,-0.079069,-0.359241,1.430869,1.652005,0.430196
"white",5,-1.382623,0.197235,-0.332398,1.691444,-0.843394,1.835688,2.724150,1.705689,-0.689999,0.833269,-1.090630,0.636588
"white",5,-1.382623,0.224072,2.180604,1.136681,-0.538109,1.947476,-0.648679,1.524954,-0.160786,1.940587,0.399933,0.115594
"white",6,-1.382623,0.250909,0.686387,1.171354,0.148782,0.997283,-2.085255,2.021975,-0.756151,1.466022,-0.613650,0.266977
"white",6,-1.382623,0.358258,-0.128641,0.741412,-0.385466,0.773709,-2.272635,1.163484,-0.491544,1.132069,-0.613650,0.636521
"white",6,-1.382623,1.861141,1.501415,-0.458262,-0.767072,0.382453,0.038378,-0.824601,-1.086909,-0.080708,-1.090630,0.505081
"white",5,-1.298426,-0.634718,-1.351182,0.997990,-0.538109,0.270666,-0.024081,1.457179,-1.417666,0.885998,-0.136670,0.192929
"white",6,-1.298426,-0.607881,-1.079506,0.339209,-0.232824,1.947476,-0.898519,0.395360,-0.954605,1.712093,-0.315537,0.658140
"white",5,-1.298426,-0.607881,-0.332398,1.112410,-0.003860,0.550134,-0.149001,1.434587,-0.623848,1.044187,-0.613650,0.093133
"white",6,-1.298426,-0.607881,-0.332398,1.684509,-0.232824,1.556220,0.725436,2.473813,0.434578,1.237528,-0.136670,0.394004
"white",5,-1.298426,-0.554206,-2.030372,-0.527607,-0.156502,0.494240,-0.149001,-0.914969,-1.417666,-0.133438,1.115403,0.117876
"white",5,-1.298426,-0.554206,-0.128641,1.739985,-0.080181,1.556220,0.475597,2.473813,0.897639,1.518751,-0.315537,0.398738
"white",4,-1.298426,-0.527369,-0.128641,0.755281,0.530389,0.382453,1.537414,-0.056477,-0.623848,0.991457,-1.090630,0.032560
"white",6,-1.298426,-0.500532,0.482630,1.864807,-0.003860,0.661921,-1.585577,3.140273,-0.425393,0.710233,-0.554027,0.376816
"white",5,-1.298426,-0.500532,0.550549,1.171354,-0.538109,1.612114,0.038378,1.818649,0.236123,2.221811,0.489367,0.403117
"white",5,-1.298426,-0.500532,3.267308,1.129746,0.148782,2.618199,-1.710496,1.637914,-0.359241,1.202375,-0.792517,0.446005
"white",5,-1.298426,-0.446857,-1.011587,-0.215553,-0.767072,-0.344164,-1.335737,-0.508315,-0.491544,0.182939,-0.255915,0.371500
"white",5,-1.298426,-0.420020,-0.468236,-0.562280,-0.843394,-1.182569,-0.898519,-0.734234,0.037668,-0.098285,-0.434782,0.334196
"white",5,-1.298426,-0.420020,1.773091,0.720609,0.301425,1.779795,-0.960979,0.643871,-1.020757,1.149645,-0.494405,0.615831
"white",5,-1.298426,-0.393183,-0.468236,-0.562280,-0.919715,-1.238463,-0.898519,-0.734234,0.103820,-0.115861,-0.375160,0.534627
"white",5,-1.298426,-0.339509,-1.554939,0.904374,0.072461,0.829602,-0.461300,1.434587,-0.491544,1.571481,2.814644,0.006512
"white",6,-1.298426,-0.339509,-0.671992,1.396726,-1.148679,0.494240,0.100838,2.620660,-0.359241,-0.080708,-0.732895,0.344659
"white",5,-1.298426,-0.339509,0.346792,0.720609,0.072461,0.829602,-0.648679,0.734238,-0.425393,1.975740,-0.315537,0.245853
"white",5,-1.298426,-0.339509,1.773091,1.136681,-0.843394,0.661921,-0.461300,2.247894,-0.160786,0.007174,0.101820,0.688513
"white",6,-1.298426,-0.339509,2.859794,1.760789,-0.080181,0.773709,0.975276,2.383446,0.897639,1.079339,-0.971385,0.555998
"white",6,-1.298426,-0.312672,0.143035,-0.215553,-0.767072,0.717815,1.225115,-0.802009,-0.160786,0.042327,-1.329120,0.190943
"white",6,-1.298426,-0.312672,1.161820,0.408555,-0.232824,1.723901,-0.836059,0.508320,-0.888454,1.606634,-0.017425,0.399120
"white",6,-1.298426,-0.285834,-1.011587,1.067336,-0.919715,1.947476,-0.461300,1.570138,-1.020757,2.309693,0.280688,0.379761
"white",6,-1.298426,-0.285834,-0.400317,1.032663,-0.003860,0.997283,-0.773599,1.683097,-0.094635,1.132069,-0.375160,0.051838
"white",5,-1.298426,-0.285834,0.414711,0.339209,-0.614430,0.270666,-0.773599,0.621279,-1.086909,1.360563,-0.255915,0.683360
"white",5,-1.298426,-0.285834,0.686387,0.443227,-0.309145,1.109071,-0.211461,0.417952,-0.491544,1.026610,-0.196292,0.677904
"white",5,-1.298426,-0.258997,-0.671992,0.477900,-0.309145,1.500326,-0.773599,0.598687,-0.425393,1.676940,-0.494405,0.675081
"white",5,-1.298426,-0.258997,1.365577,1.275372,0.225104,1.891582,-0.773599,1.841240,-0.491544,1.132069,-0.494405,0.253800
"white",5,-1.298426,-0.232160,-0.943668,0.581918,-0.690751,0.829602,0.038378,0.598687,-0.425393,1.255104,-0.434782,0.568043
"white",5,-1.298426,-0.232160,0.143035,0.581918,0.072461,-0.064696,-0.773599,0.553503,0.037668,0.657504,-0.613650,0.128497
"white",5,-1.298426,-0.205323,0.754306,0.408555,-0.843394,1.947476,-0.648679,0.553503,-0.425393,2.256964,-0.434782,0.365909
"white",5,-1.298426,-0.205323,1.229739,0.963318,0.148782,0.997283,-1.335737,1.592730,-0.623848,0.130210,-0.375160,0.396432
"white",5,-1.298426,-0.178486,-1.351182,-0.187815,-0.156502,-0.400058,-2.272635,-0.124253,-1.219212,-0.502544,0.817290,0.509446
"white",5,-1.298426,-0.178486,-0.400317,0.599254,-0.003860,0.382453,-0.836059,0.508320,-0.689999,0.745386,-0.196292,0.198841
"white",5,-1.298426,-0.178486,-0.400317,1.108943,-0.767072,1.612114,0.538057,1.818649,-0.491544,0.622351,-0.792517,0.628503
"white",4,-1.298426,-0.178486,0.075116,0.304537,1.598886,-0.120590,-0.398840,-0.756826,-0.689999,1.114492,-0.852140,0.339316
"white",6,-1.298426,-0.178486,0.143035,0.963318,0.148782,1.500326,-0.398840,1.615322,-1.086909,0.552045,-1.418554,0.737884
"white",6,-1.298426,-0.178486,0.143035,1.310044,0.072461,0.438347,-1.210818,2.338262,-0.756151,1.044187,-0.613650,0.535141
"white",5,-1.298426,-0.178486,0.822225,0.786487,0.148782,0.550134,-0.648679,0.576095,-0.094635,1.975740,-0.077047,0.114827
"white",5,-1.298426,-0.151648,-0.400317,1.067336,-0.767072,1.332645,0.163298,1.841240,-0.491544,1.518751,0.101820,0.639084
"white",7,-1.298426,-0.151648,-0.264479,1.178288,-0.156502,-0.064696,-1.648036,2.180119,-0.954605,0.604774,-1.150252,0.305365
"white",6,-1.298426,-0.151648,-0.128641,1.327381,-0.461787,0.158878,-1.148358,2.225302,0.037668,0.059904,-0.673272,0.682322
"white",5,-1.298426,-0.151648,0.686387,-0.458262,-1.148679,1.723901,-1.273278,-0.892377,-0.888454,1.448446,0.638423,0.675056
"white",5,-1.298426,-0.151648,0.686387,-0.458262,-0.919715,1.723901,-1.273278,-0.892377,-0.888454,1.448446,0.638423,0.273771
"white",5,-1.298426,-0.124811,-0.875749,1.431399,-0.003860,0.941390,-0.648679,1.954200,-0.028483,1.448446,-0.673272,0.467471
"white",5,-1.298426,-0.097974,-0.604073,0.020221,-1.072357,-0.064696,-0.586220,-0.011294,-0.094635,-0.151014,-0.077047,0.576414
"white",5,-1.298426,-0.097974,1.705172,0.970252,0.606710,-0.679526,-0.648679,1.208668,0.963790,0.341127,-0.434782,0.155832
"white",4,-1.298426,-0.071137,-0.468236,1.171354,-0.843394,0.214772,0.163298,1.773465,-0.689999,1.307834,-0.375160,0.463612
"white",6,-1.298426,-0.071137,-0.196560,1.830134,0.454067,-0.400058,-0.398840,2.665844,-1.020757,0.358704,-0.255915,0.216605
"white",5,-1.298426,-0.071137,0.143035,2.176861,0.301425,0.773709,-0.024081,3.004722,0.103820,1.448446,-0.136670,0.330946
"white",5,-1.298426,-0.044300,-0.943668,0.481367,-0.919715,1.109071,-0.086541,0.440544,-0.689999,1.395716,-0.494405,0.428799
"white",5,-1.298426,-0.044300,-0.468236,1.060401,-0.767072,0.941390,0.475597,1.683097,-0.160786,0.341127,-0.613650,0.069943
"white",7,-1.298426,-0.044300,-0.264479,1.414062,-0.003860,1.388539,-0.648679,2.112343,-1.020757,1.589057,-0.554027,0.211643
"white",5,-1.298426,-0.017462,-0.739911,1.299642,-0.232824,1.053177,-0.711139,2.406037,-0.359241,0.780539,-0.255915,0.618419
"white",5,-1.298426,0.009375,-0.128641,0.131173,-0.461787,-0.008803,0.100838,0.011298,-1.020757,0.147786,1.413515,0.620370
"white",4,-1.298426,0.036212,-1.215344,0.200519,-0.614430,-0.847207,0.975276,0.033890,-1.153060,-0.309203,1.502949,0.061112
"white",5,-1.298426,0.036212,-0.468236,0.547245,-0.690751,0.773709,0.100838,0.621279,-0.822302,0.903575,-0.494405,0.534168
"white",6,-1.298426,0.036212,0.414711,1.171354,-0.003860,1.388539,-0.836059,2.089751,-0.623848,1.395716,-0.673272,0.543820
"white",6,-1.298426,0.036212,0.482630,1.049999,-0.080181,-0.232377,-2.022795,1.954200,-0.491544,1.009034,-0.673272,0.514666
"white",7,-1.298426,0.063049,0.075116,0.373882,-0.309145,0.047091,1.287575,-0.079069,-0.954605,0.059904,-1.150252,0.473935
"white",5,-1.298426,0.063049,0.550549,1.899480,0.225104,0.773709,-1.460657,3.128978,-0.491544,0.973881,-0.226104,0.563225
"white",4,-1.298426,0.089886,-0.807830,1.310044,-0.614430,0.382453,-0.586220,2.225302,-0.557696,0.833269,-0.017425,0.184888
"white",7,-1.298426,0.089886,-0.536154,0.200519,-0.919715,-0.400058,0.163298,0.079074,-0.623848,0.200515,-0.017425,0.028796
"white",6,-1.298426,0.116724,-0.060722,0.079164,-0.538109,-0.567739,-0.273921,-0.214620,-0.557696,0.341127,0.101820,0.592647
"white",7,-1.298426,0.143561,-0.128641,1.233764,-0.309145,-0.623633,-1.398197,1.750873,-0.094635,0.991457,-0.971385,0.377339
"white",6,-1.298426,0.170398,0.346792,1.136681,0.072461,0.997283,-2.085255,2.089751,-1.020757,1.342987,-0.732895,0.009469
"white",5,-1.298426,0.170398,1.025982,1.455669,-0.461787,-0.176483,-0.273921,2.383446,0.169971,1.026610,-0.136670,0.465503
"white",6,-1.298426,0.250909,0.007197,1.622098,-0.614430,1.500326,2.349392,1.570138,-0.689999,0.762963,-0.732895,0.651800
"white",4,-1.298426,0.277747,0.210954,0.928645,-0.538109,1.723901,-0.461300,1.073117,0.236123,1.149645,-0.375160,0.360686
"white",6,-1.298426,0.277747,0.278873,1.067336,0.148782,1.276752,-1.335737,1.841240,-0.359241,1.114492,-0.554027,0.703099
"white",6,-1.298426,0.358258,-0.128641,0.699805,-0.309145,2.059263,-2.085255,1.253852,-0.756151,1.395716,-0.732895,0.519560
"white",5,-1.298426,0.519281,-0.332398,0.755281,-0.309145,0.941390,-1.085898,1.276443,-1.020757,0.692657,-0.554027,0.529795
"white",6,-1.298426,0.572956,1.365577,0.145042,-0.919715,-0.008803,-0.773599,-0.011294,-1.153060,0.429010,-0.375160,0.552937
"white",5,-1.298426,0.733979,0.618468,1.656771,-0.538109,1.612114,-0.273921,2.654548,0.302275,1.887858,0.698045,0.312203
"white",5,-1.298426,0.733979,0.958063,1.112410,0.301425,1.388539,-1.960336,1.502362,-0.160786,0.973881,0.280688,0.171897
"white",5,-1.298426,0.841328,0.958063,1.157484,0.377746,1.723901,-2.272635,1.524954,-0.425393,1.202375,0.042198,0.514105
"white",5,-1.298426,0.975514,-0.536154,1.240699,-0.003860,0.270666,1.162655,1.118300,-0.425393,1.448446,0.996158,0.392086
"white",5,-1.298426,1.002351,1.297658,1.122812,0.301425,1.556220,-1.960336,1.502362,-0.160786,1.167222,0.161443,0.655788
"white",6,-1.298426,1.431746,-0.332398,0.762216,-0.461787,-0.567739,-0.898519,1.276443,-0.822302,-0.203744,0.399933,0.300222
"white",4,-1.298426,6.262440,-0.128641,1.344717,-0.309145,-0.455952,-0.898519,1.796057,0.897639,1.378140,1.950118,0.447881
"white",5,-1.214230,-0.607881,-0.671992,0.772618,-0.461787,-0.176483,-0.149001,0.869790,-0.160786,0.323551,1.294270,0.206926
"white",6,-1.214230,-0.581043,-0.332398,0.519507,-0.767072,0.885496,-0.648679,1.344219,-1.020757,0.024751,-1.150252,0.502921
"white",5,-1.214230,-0.581043,0.143035,0.831561,-0.309145,0.214772,0.662977,0.553503,-0.689999,1.096916,-0.375160,0.466678
"white",6,-1.214230,-0.446857,0.210954,1.552753,-0.080181,1.668007,-0.398840,2.586772,0.368426,0.991457,-0.673272,0.095411
"white",6,-1.214230,-0.420020,0.007197,0.824627,-0.080181,2.003369,-0.336380,1.186076,-0.094635,2.766682,-0.554027,0.050063
"white",7,-1.214230,-0.420020,0.686387,1.760789,0.072461,1.500326,0.413137,2.067159,1.426852,1.184798,-0.554027,0.207869
"white",5,-1.214230,-0.393183,-0.943668,0.665133,-0.003860,0.606028,-0.398840,0.711647,-0.293090,1.149645,-0.315537,0.142964
"white",5,-1.214230,-0.393183,-0.128641,0.304537,1.675207,-0.232377,-0.461300,-0.824601,-0.491544,1.079339,-1.090630,0.126502
"white",5,-1.214230,-0.393183,0.618468,0.685936,-0.614430,1.500326,-1.398197,0.802014,-0.623848,1.026610,-0.554027,0.450791
"white",5,-1.214230,-0.393183,0.618468,1.968825,-0.156502,0.214772,-1.648036,3.095090,-0.226938,0.745386,-0.434782,0.604513
"white",6,-1.214230,-0.393183,1.365577,1.341250,0.301425,1.723901,-1.523117,1.841240,-0.425393,0.587198,-0.196292,0.238973
"white",6,-1.214230,-0.366346,-0.128641,-0.319571,-0.538109,0.158878,1.225115,-0.960152,-0.954605,0.516892,-0.911762,0.680559
"white",5,-1.214230,-0.366346,-0.060722,1.483408,-0.309145,-0.120590,-0.336380,2.101047,0.037668,0.833269,0.280688,0.077779
"white",7,-1.214230,-0.366346,-0.060722,1.739985,-0.232824,0.438347,-1.835416,3.208049,-0.094635,0.921151,-0.911762,0.254331
"white",5,-1.214230,-0.339509,-1.487020,1.001457,0.225104,0.773709,-0.773599,1.796057,-0.226938,1.747246,2.158797,0.583111
"white",5,-1.214230,-0.312672,0.414711,0.415489,-0.767072,1.332645,-0.336380,0.643871,-0.491544,1.641787,-0.554027,0.483771
"white",6,-1.214230,-0.285834,-0.196560,1.323913,-0.461787,0.494240,-1.085898,2.112343,-0.226938,0.059904,-0.732895,0.584865
"white",5,-1.214230,-0.258997,-0.468236,1.954956,0.911995,-0.288271,-1.523117,2.869171,0.831487,1.817552,-0.255915,0.417556
"white",6,-1.214230,-0.258997,0.550549,1.708780,-0.080181,0.941390,0.725436,2.146231,1.625306,0.727810,-1.031007,0.550530
"white",5,-1.214230,-0.258997,1.297658,1.448735,0.530389,1.332645,-0.836059,2.315670,-0.160786,0.991457,0.012386,0.153718
"white",6,-1.214230,-0.258997,1.433496,1.344717,0.072461,1.668007,-1.023438,1.728281,-0.557696,0.727810,-0.494405,0.504589
"white",5,-1.214230,-0.232160,-1.147425,0.412022,-0.919715,3.959647,-1.085898,1.050525,-1.549970,1.624210,-0.673272,0.608680
"white",5,-1.214230,-0.232160,-0.400317,0.651263,0.148782,0.941390,0.225758,0.802014,-1.153060,1.606634,-0.196292,0.161607
"white",6,-1.214230,-0.232160,-0.264479,-0.319571,-0.232824,0.326559,-0.211461,-0.869785,-0.689999,0.780539,-0.852140,0.052690
"white",5,-1.214230,-0.232160,0.890144,0.429358,-0.538109,1.220858,-0.149001,0.621279,-0.028483,1.290257,-0.554027,0.304666
"white",6,-1.214230,-0.232160,1.297658,-0.111535,-0.614430,1.779795,-0.898519,0.101666,-0.557696,1.009034,-0.255915,0.373012
"white",7,-1.214230,-0.205323,0.075116,1.899480,0.072461,0.606028,-1.023438,2.891763,-0.623848,1.413293,-0.494405,0.712145
"white",5,-1.214230,-0.205323,0.143035,0.789954,-0.385466,-0.064696,-0.024081,0.937565,-0.160786,0.622351,0.399933,0.545962
"white",5,-1.214230,-0.205323,1.433496,1.178288,0.530389,1.835688,-1.772956,1.773465,-0.557696,0.429010,0.101820,0.450286
"white",6,-1.214230,-0.205323,1.501415,1.344717,0.072461,1.779795,-1.023438,1.773465,-0.557696,0.657504,-0.375160,0.110684
"white",6,-1.214230,-0.205323,1.501415,1.344717,0.072461,1.779795,-1.023438,1.773465,-0.557696,0.833269,-0.375160,0.708004
"white",6,-1.214230,-0.205323,1.773091,2.107516,0.683031,0.997283,-0.149001,2.620660,0.566881,1.167222,-0.911762,0.088499
"white",6,-1.214230,-0.178486,-0.128641,0.692871,-0.003860,0.550134,-0.461300,0.689055,-0.293090,1.290257,-0.255915,0.447556
"white",6,-1.214230,-0.178486,-0.060722,1.497277,0.225104,-0.232377,-1.085898,1.818649,-0.028483,1.149645,-0.613650,0.224699
"white",5,-1.214230,-0.178486,0.143035,0.269864,-0.309145,-1.406144,-0.211461,0.214625,-0.888454,0.253245,-0.136670,0.316642
"white",5,-1.214230,-0.151648,-0.536154,-0.700971,-1.453963,-0.288271,0.600517,-0.892377,-0.425393,-0.168591,-1.060819,0.740761
"white",5,-1.214230,-0.151648,-0.060722,1.323913,-0.385466,-0.567739,-1.023438,2.564181,0.037668,0.552045,-0.017425,0.284087
"white",5,-1.214230,-0.151648,0.482630,1.715714,-0.080181,0.997283,0.787896,2.134935,1.625306,0.727810,-0.971385,0.089144
"white",6,-1.214230,-0.124811,-0.128641,1.206026,-0.461787,0.550134,-1.273278,2.112343,-0.226938,1.202375,-0.554027,0.215399
"white",3,-1.214230,-0.097974,-0.536154,0.443227,0.225104,-1.238463,-0.523760,-0.101661,-0.226938,0.341127,-0.136670,0.355299
"white",5,-1.214230,-0.097974,-0.400317,-0.076863,-1.072357,-0.735420,0.100838,-0.124253,-0.491544,0.200515,1.264459,0.512428
"white",7,-1.214230,-0.097974,-0.128641,1.414062,0.148782,0.997283,-0.523760,1.750873,-0.293090,1.712093,-0.911762,0.437561
"white",7,-1.214230,-0.097974,-0.128641,1.414062,0.148782,0.997283,-0.523760,1.750873,-0.293090,2.010893,-0.911762,0.300360
"white",6,-1.214230,-0.097974,0.890144,0.477900,-0.538109,1.220858,0.038378,0.666463,-0.359241,1.430869,-0.732895,0.419144
"white",6,-1.214230,-0.071137,0.958063,-0.146208,1.064637,-1.182569,-1.710496,-0.914969,-0.293090,-0.748615,-0.673272,0.390293
"white",5,-1.214230,-0.044300,0.346792,-0.388917,-0.309145,0.941390,-0.898519,-0.779417,-0.557696,0.692657,-0.971385,0.357526
"white",6,-1.214230,-0.017462,-0.468236,0.339209,-0.843394,0.773709,-0.211461,0.417952,-0.888454,1.518751,-0.375160,0.400715
"white",6,-1.214230,-0.017462,0.278873,1.899480,0.148782,2.338731,1.225115,1.818649,-1.219212,0.850845,-0.971385,0.369134
"white",5,-1.214230,0.009375,0.822225,1.746920,-0.385466,1.947476,-0.711139,3.038610,-0.028483,1.923011,-0.255915,0.028865
"white",5,-1.214230,0.009375,0.822225,1.746920,-0.385466,1.947476,-0.711139,3.095090,-0.028483,1.923011,-0.255915,0.137714
"white",5,-1.214230,0.009375,0.890144,0.699805,-0.614430,0.941390,-0.398840,0.802014,-0.160786,1.905434,-0.375160,0.517782
"white",5,-1.214230,0.009375,1.433496,0.658198,-0.614430,0.326559,-0.336380,0.847198,-0.623848,1.870281,-0.196292,0.367411
"white",6,-1.214230,0.036212,-0.264479,0.235191,-0.232824,-0.903101,0.413137,-0.011294,-1.153060,0.552045,-0.911762,0.272626
"white",6,-1.214230,0.036212,0.414711,1.320446,-0.461787,2.003369,0.038378,0.937565,0.037668,2.256964,0.548989,0.498812
"white",7,-1.214230,0.036212,1.161820,1.830134,0.072461,1.109071,1.225115,2.372150,-1.153060,0.341127,-0.911762,0.427479
"white",5,-1.214230,0.063049,1.229739,1.310044,-0.080181,-1.350250,-1.772956,2.134935,-0.623848,0.587198,-0.196292,0.709397
"white",5,-1.214230,0.143561,-0.060722,1.968825,0.148782,0.661921,0.288218,2.914355,0.699184,1.272681,0.042198,0.000599
"white",5,-1.214230,0.170398,0.075116,0.377349,-0.690751,1.835688,-2.272635,1.140892,-0.822302,0.323551,-0.911762,0.395550
"white",5,-1.214230,0.197235,-1.962453,-0.388917,-0.767072,-0.064696,-0.024081,-0.869785,0.037668,0.095057,0.042198,0.733002
"white",5,-1.214230,0.331421,-0.604073,0.581918,-0.614430,0.047091,0.163298,0.508320,-0.028483,0.745386,-0.613650,0.386663
"white",5,-1.214230,0.358258,-0.807830,0.893972,-0.003860,-0.511845,-1.210818,1.095708,0.037668,1.044187,1.532760,0.069788
"white",6,-1.214230,0.358258,-0.739911,0.893972,-0.003860,0.158878,-1.398197,1.005341,0.103820,1.009034,2.039552,0.454487
"white",5,-1.214230,0.707142,-0.468236,1.816265,-0.614430,0.270666,-0.336380,3.422672,-0.226938,0.745386,-0.613650,0.434714
"white",5,-1.214230,1.431746,1.025982,-0.458262,-0.996036,-0.903101,-0.836059,-0.643866,-0.226938,0.411433,0.042198,0.012181
"white",6,-1.214230,2.022164,1.908928,-0.388917,-0.309145,0.661921,-0.836059,-0.892377,-0.623848,0.218092,-0.375160,0.669575
"white",5,-1.214230,2.049001,1.773091,-0.458262,-0.461787,1.220858,-0.773599,-0.892377,-1.549970,0.376280,-0.732895,0.154893
"white",5,-1.214230,3.766581,0.822225,-0.111535,-0.614430,2.506412,-1.335737,-0.327580,-1.020757,1.202375,-0.315537,0.053786
"white",6,-1.214230,3.766581,0.890144,-0.111535,-0.614430,2.562306,-1.273278,-0.350172,-0.954605,1.149645,-0.255915,0.419215
"white",5,-1.214230,3.847093,0.822225,-0.111535,-0.614430,2.506412,-1.273278,-0.327580,-0.822302,1.167222,-0.315537,0.731445
"white",3,-1.214230,5.027929,0.958063,1.310044,0.530389,0.158878,-2.210175,1.253852,1.360700,1.975740,1.771251,0.667044
"white",4,-1.130033,-0.607881,-2.166210,-0.458262,-0.003860,0.885496,-0.211461,-0.960152,-1.285363,-0.010402,0.936535,0.121547
"white",5,-1.130033,-0.607881,-0.536154,-0.423589,-0.461787,-0.735420,-0.586220,-0.869785,-1.153060,0.112633,-0.255915,0.015758
