Approval,Debt-to-Income Ratio,FICO Score,Request Amount,Interest
"F",0.040000,626,6000,2700.000000
"F",0.040000,626,6000,2700.000000
"F",0.040000,626,7000,3150.000000
"F",0.040000,626,7000,3150.000000
"F",0.040000,626,9000,4050.000000
"F",0.040000,626,9000,4050.000000
"F",0.040000,626,9000,4050.000000
"F",0.040000,626,9000,4050.000000
"F",0.040000,626,10000,4500.000000
"F",0.040000,626,14000,6300.000000
"F",0.040000,626,23000,10350.000000
"F",0.040000,627,3000,1350.000000
"F",0.040000,627,7000,3150.000000
"F",0.040000,627,8000,3600.000000
"F",0.040000,627,10000,4500.000000
"F",0.040000,627,10000,4500.000000
"F",0.040000,627,15000,6750.000000
"F",0.040000,627,19000,8550.000000
"F",0.040000,627,19000,8550.000000
"F",0.040000,627,37000,16650.000000
"F",0.040000,628,500,225.000000
"F",0.040000,628,1000,450.000000
"F",0.040000,628,2000,900.000000
"F",0.040000,628,4000,1800.000000
"F",0.040000,628,5000,2250.000000
"F",0.040000,628,6000,2700.000000
"F",0.040000,628,11000,4950.000000
"F",0.040000,628,16000,7200.000000
"F",0.040000,629,3000,1350.000000
"F",0.040000,629,3000,1350.000000
"F",0.040000,629,3000,1350.000000
"F",0.040000,629,4000,1800.000000
"F",0.040000,629,7000,3150.000000
"F",0.040000,629,7000,3150.000000
"F",0.040000,629,8000,3600.000000
"F",0.040000,629,9000,4050.000000
"F",0.040000,629,10000,4500.000000
"F",0.040000,629,14000,6300.000000
"F",0.040000,629,22000,9900.000000
"F",0.040000,629,29000,13050.000000
"F",0.040000,630,1000,450.000000
"F",0.040000,630,5000,2250.000000
"F",0.040000,630,9000,4050.000000
"F",0.040000,630,9000,4050.000000
"F",0.040000,630,13000,5850.000000
"F",0.040000,630,18000,8100.000000
"F",0.040000,630,20000,9000.000000
"F",0.040000,630,23000,10350.000000
"F",0.040000,631,2000,900.000000
"F",0.040000,631,3000,1350.000000
"F",0.040000,631,5000,2250.000000
"F",0.040000,631,6000,2700.000000
"F",0.040000,631,7000,3150.000000
"F",0.040000,631,9000,4050.000000
"F",0.040000,631,12000,5400.000000
"F",0.040000,631,13000,5850.000000
"F",0.040000,631,13000,5850.000000
"F",0.040000,631,21000,9450.000000
"F",0.040000,632,3000,1350.000000
"F",0.040000,632,5000,2250.000000
"F",0.040000,632,5000,2250.000000
"F",0.040000,632,6000,2700.000000
"F",0.040000,632,7000,3150.000000
"F",0.040000,632,8000,3600.000000
"F",0.040000,632,9000,4050.000000
"F",0.040000,632,9000,4050.000000
"F",0.040000,632,10000,4500.000000
"F",0.040000,632,13000,5850.000000
"F",0.040000,632,15000,6750.000000
"F",0.040000,632,16000,7200.000000
"F",0.040000,632,19000,8550.000000
"F",0.040000,633,6000,2700.000000
"F",0.040000,633,9000,4050.000000
"F",0.040000,633,10000,4500.000000
"F",0.040000,633,10000,4500.000000
"F",0.040000,633,11000,4950.000000
"F",0.040000,633,11000,4950.000000
"F",0.040000,634,2000,900.000000
"F",0.040000,634,2000,900.000000
"F",0.040000,634,4000,1800.000000
"F",0.040000,634,5000,2250.000000
"F",0.040000,634,9000,4050.000000
"F",0.040000,634,10000,4500.000000
"F",0.040000,634,13000,5850.000000
"F",0.040000,634,14000,6300.000000
"F",0.040000,634,31000,13950.000000
"F",0.040000,634,35000,15750.000000
"F",0.040000,634,37000,16650.000000
"F",0.040000,635,1000,450.000000
"F",0.040000,635,4000,1800.000000
"F",0.040000,635,4000,1800.000000
"F",0.040000,635,4000,1800.000000
"F",0.040000,635,6000,2700.000000
"F",0.040000,635,7000,3150.000000
"F",0.040000,635,10000,4500.000000
"F",0.040000,635,17000,7650.000000
"F",0.040000,635,24000,10800.000000
"F",0.040000,635,26000,11700.000000
"F",0.040000,635,29000,13050.000000
"F",0.040000,635,34000,15300.000000
"F",0.040000,635,39000,17550.000000
"F",0.040000,636,1000,450.000000
"F",0.040000,636,2000,900.000000
"F",0.040000,636,5000,2250.000000
"F",0.040000,636,6000,2700.000000
"F",0.040000,636,9000,4050.000000
"F",0.040000,636,10000,4500.000000
"F",0.040000,636,10000,4500.000000
"F",0.040000,636,12000,5400.000000
"F",0.040000,636,13000,5850.000000
"F",0.040000,637,500,225.000000
"F",0.040000,637,1000,450.000000
"F",0.040000,637,3000,1350.000000
"F",0.040000,637,3000,1350.000000
"F",0.040000,637,9000,4050.000000
"F",0.040000,637,9000,4050.000000
"F",0.040000,637,10000,4500.000000
"F",0.040000,637,12000,5400.000000
"F",0.040000,637,12000,5400.000000
"F",0.040000,637,13000,5850.000000
"F",0.040000,637,13000,5850.000000
"F",0.040000,637,21000,9450.000000
"F",0.040000,637,24000,10800.000000
"F",0.040000,637,35000,15750.000000
"F",0.040000,638,1000,450.000000
"F",0.040000,638,1000,450.000000
"F",0.040000,638,3000,1350.000000
"F",0.040000,638,5000,2250.000000
"F",0.040000,638,8000,3600.000000
"F",0.040000,638,9000,4050.000000
"F",0.040000,638,15000,6750.000000
"F",0.040000,638,18000,8100.000000
"F",0.040000,638,27000,12150.000000
"F",0.040000,638,29000,13050.000000
"F",0.040000,639,2000,900.000000
"F",0.040000,639,3000,1350.000000
"F",0.040000,639,4000,1800.000000
"F",0.040000,639,4000,1800.000000
"F",0.040000,639,5000,2250.000000
"F",0.040000,639,6000,2700.000000
"F",0.040000,639,6000,2700.000000
"F",0.040000,639,7000,3150.000000
"F",0.040000,639,14000,6300.000000
"F",0.040000,639,18000,8100.000000
"F",0.040000,639,22000,9900.000000
"F",0.040000,639,38000,17100.000000
"F",0.040000,639,39000,17550.000000
"F",0.040000,640,2000,900.000000
"F",0.040000,640,3000,1350.000000
"F",0.040000,640,3000,1350.000000
"F",0.040000,640,3000,1350.000000
"F",0.040000,640,4000,1800.000000
"F",0.040000,640,5000,2250.000000
"F",0.040000,640,6000,2700.000000
"F",0.040000,640,6000,2700.000000
"F",0.040000,640,17000,7650.000000
"F",0.040000,640,19000,8550.000000
"F",0.040000,640,24000,10800.000000
"F",0.040000,640,33000,14850.000000
"F",0.040000,640,37000,16650.000000
"F",0.040000,641,4000,1800.000000
"F",0.040000,641,4000,1800.000000
"F",0.040000,641,5000,2250.000000
"F",0.040000,641,5000,2250.000000
"F",0.040000,641,6000,2700.000000
"F",0.040000,641,6000,2700.000000
"F",0.040000,641,8000,3600.000000
"F",0.040000,641,8000,3600.000000
"F",0.040000,641,9000,4050.000000
"F",0.040000,641,9000,4050.000000
"F",0.040000,641,11000,4950.000000
"F",0.040000,641,22000,9900.000000
"F",0.040000,641,32000,14400.000000
"F",0.040000,641,33000,14850.000000
"F",0.040000,641,37000,16650.000000
"F",0.040000,642,500,225.000000
"F",0.040000,642,3000,1350.000000
"F",0.040000,642,4000,1800.000000
"F",0.040000,642,4000,1800.000000
"F",0.040000,642,6000,2700.000000
"F",0.040000,642,6000,2700.000000
"F",0.040000,642,7000,3150.000000
"F",0.040000,642,7000,3150.000000
"F",0.040000,642,7000,3150.000000
"F",0.040000,642,9000,4050.000000
"F",0.040000,642,14000,6300.000000
"F",0.040000,642,15000,6750.000000
"F",0.040000,642,20000,9000.000000
"F",0.040000,642,27000,12150.000000
"F",0.040000,642,36000,16200.000000
"F",0.040000,643,4000,1800.000000
"F",0.040000,643,4000,1800.000000
"F",0.040000,643,5000,2250.000000
"F",0.040000,643,7000,3150.000000
"F",0.040000,643,8000,3600.000000
"F",0.040000,643,10000,4500.000000
"F",0.040000,643,11000,4950.000000
"F",0.040000,643,12000,5400.000000
"F",0.040000,643,16000,7200.000000
"F",0.040000,643,21000,9450.000000
"F",0.040000,643,23000,10350.000000
"F",0.040000,644,4000,1800.000000
"F",0.040000,644,6000,2700.000000
"F",0.040000,644,8000,3600.000000
"F",0.040000,644,8000,3600.000000
"F",0.040000,644,9000,4050.000000
"F",0.040000,644,10000,4500.000000
"F",0.040000,644,11000,4950.000000
"F",0.040000,644,18000,8100.000000
"F",0.040000,644,26000,11700.000000
"F",0.040000,644,28000,12600.000000
"F",0.040000,644,35000,15750.000000
"F",0.040000,645,1000,450.000000
"F",0.040000,645,1000,450.000000
"F",0.040000,645,4000,1800.000000
"F",0.040000,645,4000,1800.000000
"F",0.040000,645,5000,2250.000000
"F",0.040000,645,5000,2250.000000
"F",0.040000,645,6000,2700.000000
"F",0.040000,645,10000,4500.000000
"F",0.040000,645,11000,4950.000000
"F",0.040000,645,16000,7200.000000
"F",0.040000,645,21000,9450.000000
"F",0.040000,645,39000,17550.000000
"F",0.040000,646,2000,900.000000
"F",0.040000,646,3000,1350.000000
"F",0.040000,646,3000,1350.000000
"F",0.040000,646,3000,1350.000000
"F",0.040000,646,8000,3600.000000
"F",0.040000,646,8000,3600.000000
"F",0.040000,646,8000,3600.000000
"F",0.040000,646,9000,4050.000000
"F",0.040000,646,13000,5850.000000
"F",0.040000,646,15000,6750.000000
"F",0.040000,646,23000,10350.000000
"F",0.040000,646,28000,12600.000000
"F",0.040000,647,3000,1350.000000
"F",0.040000,647,5000,2250.000000
"F",0.040000,647,5000,2250.000000
"F",0.040000,647,8000,3600.000000
"F",0.040000,647,8000,3600.000000
"F",0.040000,647,9000,4050.000000
"F",0.040000,647,10000,4500.000000
"F",0.040000,647,17000,7650.000000
"F",0.040000,647,17000,7650.000000
"F",0.040000,647,18000,8100.000000
"F",0.040000,647,23000,10350.000000
"F",0.040000,647,38000,17100.000000
"F",0.040000,648,3000,1350.000000
"F",0.040000,648,3000,1350.000000
"F",0.040000,648,6000,2700.000000
"F",0.040000,648,6000,2700.000000
"F",0.040000,648,6000,2700.000000
"F",0.040000,648,8000,3600.000000
"F",0.040000,648,8000,3600.000000
"F",0.040000,648,10000,4500.000000
"F",0.040000,648,10000,4500.000000
"F",0.040000,648,15000,6750.000000
"F",0.040000,648,35000,15750.000000
"F",0.040000,649,2000,900.000000
"F",0.040000,649,4000,1800.000000
"F",0.040000,649,4000,1800.000000
"F",0.040000,649,6000,2700.000000
"F",0.040000,649,7000,3150.000000
"F",0.040000,649,8000,3600.000000
"F",0.040000,649,8000,3600.000000
"F",0.040000,649,9000,4050.000000
"F",0.040000,649,9000,4050.000000
"F",0.040000,649,12000,5400.000000
"F",0.040000,649,12000,5400.000000
"F",0.040000,649,13000,5850.000000
"F",0.040000,649,25000,11250.000000
"F",0.040000,649,35000,15750.000000
"F",0.040000,650,1000,450.000000
"F",0.040000,650,2000,900.000000
"F",0.040000,650,3000,1350.000000
"F",0.040000,650,3000,1350.000000
"F",0.040000,650,6000,2700.000000
"F",0.040000,650,9000,4050.000000
"F",0.040000,650,11000,4950.000000
"F",0.040000,650,13000,5850.000000
"F",0.040000,650,18000,8100.000000
"F",0.040000,650,20000,9000.000000
"F",0.040000,650,25000,11250.000000
"F",0.040000,650,36000,16200.000000
"F",0.040000,651,4000,1800.000000
"F",0.040000,651,5000,2250.000000
"F",0.040000,651,6000,2700.000000
"F",0.040000,651,11000,4950.000000
"F",0.040000,651,12000,5400.000000
"F",0.040000,651,14000,6300.000000
"F",0.040000,651,15000,6750.000000
"F",0.040000,651,18000,8100.000000
"F",0.040000,651,26000,11700.000000
"F",0.040000,652,1000,450.000000
"F",0.040000,652,4000,1800.000000
"F",0.040000,652,5000,2250.000000
"F",0.040000,652,6000,2700.000000
"F",0.040000,652,12000,5400.000000
"F",0.040000,652,13000,5850.000000
"F",0.040000,652,13000,5850.000000
"F",0.040000,652,14000,6300.000000
"F",0.040000,652,19000,8550.000000
"F",0.040000,652,21000,9450.000000
"F",0.040000,653,2000,900.000000
"F",0.040000,653,4000,1800.000000
"F",0.040000,653,9000,4050.000000
"F",0.040000,653,15000,6750.000000
"F",0.040000,653,18000,8100.000000
"F",0.040000,653,25000,11250.000000
"F",0.040000,653,31000,13950.000000
"F",0.040000,653,37000,16650.000000
"F",0.040000,653,38000,17100.000000
"F",0.040000,654,1000,450.000000
"F",0.040000,654,3000,1350.000000
"F",0.040000,654,3000,1350.000000
"F",0.040000,654,6000,2700.000000
"F",0.040000,654,18000,8100.000000
"F",0.040000,654,21000,9450.000000
"F",0.040000,654,23000,10350.000000
"F",0.040000,654,26000,11700.000000
"F",0.040000,654,26000,11700.000000
"F",0.040000,654,28000,12600.000000
"F",0.040000,654,29000,13050.000000
"F",0.040000,654,36000,16200.000000
"F",0.040000,654,38000,17100.000000
"F",0.040000,654,38000,17100.000000
"F",0.040000,655,1000,450.000000
"F",0.040000,655,2000,900.000000
"F",0.040000,655,3000,1350.000000
"F",0.040000,655,10000,4500.000000
"F",0.040000,655,11000,4950.000000
"F",0.040000,655,14000,6300.000000
"F",0.040000,655,16000,7200.000000
"F",0.040000,655,35000,15750.000000
"F",0.040000,656,2000,900.000000
"F",0.040000,656,2000,900.000000
"F",0.040000,656,3000,1350.000000
"F",0.040000,656,4000,1800.000000
"F",0.040000,656,6000,2700.000000
"F",0.040000,656,7000,3150.000000
"F",0.040000,656,7000,3150.000000
"F",0.040000,656,9000,4050.000000
"F",0.040000,656,9000,4050.000000
"F",0.040000,656,12000,5400.000000
"F",0.040000,656,13000,5850.000000
"F",0.040000,656,14000,6300.000000
"F",0.040000,656,17000,7650.000000
"F",0.040000,656,17000,7650.000000
"F",0.040000,656,35000,15750.000000
"F",0.040000,657,3000,1350.000000
"F",0.040000,657,4000,1800.000000
"F",0.040000,657,4000,1800.000000
"F",0.040000,657,5000,2250.000000
"F",0.040000,657,6000,2700.000000
"F",0.040000,657,7000,3150.000000
"F",0.040000,657,8000,3600.000000
"F",0.040000,657,11000,4950.000000
"F",0.040000,657,12000,5400.000000
"F",0.040000,657,13000,5850.000000
"F",0.040000,657,15000,6750.000000
"F",0.040000,657,18000,8100.000000
"F",0.040000,657,18000,8100.000000
"F",0.040000,657,19000,8550.000000
"F",0.040000,657,20000,9000.000000
"F",0.040000,657,22000,9900.000000
"F",0.040000,657,23000,10350.000000
"F",0.040000,657,24000,10800.000000
"F",0.040000,657,27000,12150.000000
"F",0.040000,657,36000,16200.000000
"F",0.040000,658,5000,2250.000000
"F",0.040000,658,6000,2700.000000
"F",0.040000,658,20000,9000.000000
"F",0.040000,658,20000,9000.000000
"F",0.040000,658,21000,9450.000000
"F",0.040000,658,23000,10350.000000
"F",0.040000,659,1000,450.000000
"F",0.040000,659,2000,900.000000
"F",0.040000,659,5000,2250.000000
"F",0.040000,659,7000,3150.000000
"F",0.040000,659,9000,4050.000000
"F",0.040000,659,10000,4500.000000
"F",0.040000,659,11000,4950.000000
"F",0.040000,659,12000,5400.000000
"F",0.040000,659,19000,8550.000000
"F",0.040000,659,34000,15300.000000
"F",0.040000,659,38000,17100.000000
"F",0.040000,660,1000,450.000000
"F",0.040000,660,1000,450.000000
"F",0.040000,660,2000,900.000000
"F",0.040000,660,5000,2250.000000
"F",0.040000,660,7000,3150.000000
"F",0.040000,660,8000,3600.000000
"F",0.040000,660,9000,4050.000000
"F",0.040000,660,9000,4050.000000
"F",0.040000,660,11000,4950.000000
"F",0.040000,660,15000,6750.000000
"F",0.040000,660,23000,10350.000000
"F",0.040000,660,30000,13500.000000
"F",0.040000,660,36000,16200.000000
"F",0.040000,661,1000,450.000000
"F",0.040000,661,2000,900.000000
"F",0.040000,661,4000,1800.000000
"F",0.040000,661,5000,2250.000000
"F",0.040000,661,5000,2250.000000
"F",0.040000,661,6000,2700.000000
"F",0.040000,661,9000,4050.000000
"F",0.040000,661,9000,4050.000000
"F",0.040000,661,13000,5850.000000
"F",0.040000,661,17000,7650.000000
"F",0.040000,661,20000,9000.000000
"F",0.040000,661,22000,9900.000000
"F",0.040000,661,32000,14400.000000
"F",0.040000,662,3000,1350.000000
"F",0.040000,662,7000,3150.000000
"F",0.040000,662,11000,4950.000000
"F",0.040000,662,12000,5400.000000
"F",0.040000,662,15000,6750.000000
"F",0.040000,662,17000,7650.000000
"F",0.040000,662,20000,9000.000000
"F",0.040000,662,24000,10800.000000
"F",0.040000,662,35000,15750.000000
"F",0.040000,662,39000,17550.000000
"F",0.040000,662,39000,17550.000000
"F",0.040000,663,4000,1800.000000
"F",0.040000,663,6000,2700.000000
"F",0.040000,663,7000,3150.000000
"F",0.040000,663,8000,3600.000000
"F",0.040000,663,12000,5400.000000
"F",0.040000,663,13000,5850.000000
"F",0.040000,663,14000,6300.000000
"F",0.040000,663,30000,13500.000000
"F",0.040000,664,1000,450.000000
"F",0.040000,664,5000,2250.000000
"F",0.040000,664,5000,2250.000000
"F",0.040000,664,5000,2250.000000
"F",0.040000,664,5000,2250.000000
"F",0.040000,664,6000,2700.000000
"F",0.040000,664,6000,2700.000000
"F",0.040000,664,6000,2700.000000
"F",0.040000,664,6000,2700.000000
"F",0.040000,664,7000,3150.000000
"F",0.040000,664,10000,4500.000000
"F",0.040000,664,11000,4950.000000
"F",0.040000,664,13000,5850.000000
"F",0.040000,664,19000,8550.000000
"F",0.040000,664,22000,9900.000000
"F",0.040000,664,22000,9900.000000
"F",0.040000,664,23000,10350.000000
"F",0.040000,664,26000,11700.000000
"F",0.040000,664,26000,11700.000000
"F",0.040000,665,1000,450.000000
"F",0.040000,665,2000,900.000000
"F",0.040000,665,2000,900.000000
"F",0.040000,665,2000,900.000000
"F",0.040000,665,3000,1350.000000
"F",0.040000,665,6000,2700.000000
"F",0.040000,665,9000,4050.000000
"F",0.040000,665,14000,6300.000000
"F",0.040000,665,14000,6300.000000
"F",0.040000,665,15000,6750.000000
"F",0.040000,665,20000,9000.000000
"F",0.040000,665,24000,10800.000000
"F",0.040000,665,30000,13500.000000
"F",0.040000,666,4000,1800.000000
"F",0.040000,666,7000,3150.000000
"F",0.040000,666,12000,5400.000000
"F",0.040000,666,14000,6300.000000
"F",0.040000,666,34000,15300.000000
"F",0.040000,667,3000,1350.000000
"F",0.040000,667,5000,2250.000000
"F",0.040000,667,6000,2700.000000
"F",0.040000,667,6000,2700.000000
"F",0.040000,667,13000,5850.000000
"F",0.040000,667,20000,9000.000000
"F",0.040000,667,22000,9900.000000
"F",0.040000,667,36000,16200.000000
"F",0.040000,668,1000,450.000000
"F",0.040000,668,1000,450.000000
"F",0.040000,668,2000,900.000000
"F",0.040000,668,2000,900.000000
"F",0.040000,668,2000,900.000000
"F",0.040000,668,2000,900.000000
"F",0.040000,668,3000,1350.000000
"F",0.040000,668,3000,1350.000000
"F",0.040000,668,6000,2700.000000
"F",0.040000,668,6000,2700.000000
"F",0.040000,668,7000,3150.000000
"F",0.040000,668,10000,4500.000000
"F",0.040000,668,23000,10350.000000
"F",0.040000,668,23000,10350.000000
"F",0.040000,669,5000,2250.000000
"F",0.040000,669,6000,2700.000000
"F",0.040000,669,8000,3600.000000
"F",0.040000,669,11000,4950.000000
"F",0.040000,669,12000,5400.000000
"F",0.040000,669,12000,5400.000000
"F",0.040000,669,14000,6300.000000
"F",0.040000,669,15000,6750.000000
"F",0.040000,669,26000,11700.000000
"F",0.040000,669,35000,15750.000000
"F",0.040000,670,3000,1350.000000
"F",0.040000,670,4000,1800.000000
"F",0.040000,670,5000,2250.000000
"F",0.040000,670,6000,2700.000000
"F",0.040000,670,7000,3150.000000
"F",0.040000,670,7000,3150.000000
"F",0.040000,670,9000,4050.000000
"F",0.040000,670,11000,4950.000000
"F",0.040000,670,17000,7650.000000
"F",0.040000,670,25000,11250.000000
"F",0.040000,670,28000,12600.000000
"F",0.040000,671,4000,1800.000000
"F",0.040000,671,4000,1800.000000
"F",0.040000,671,7000,3150.000000
"F",0.040000,671,8000,3600.000000
"F",0.040000,671,11000,4950.000000
"F",0.040000,671,11000,4950.000000
"F",0.040000,671,14000,6300.000000
"F",0.040000,671,15000,6750.000000
"F",0.040000,671,18000,8100.000000
"F",0.040000,671,21000,9450.000000
"F",0.040000,671,22000,9900.000000
"F",0.040000,671,41000,18450.000000
"F",0.040000,672,2000,900.000000
"F",0.040000,672,5000,2250.000000
"F",0.040000,672,5000,2250.000000
"F",0.040000,672,6000,2700.000000
"F",0.040000,672,8000,3600.000000
"F",0.040000,672,9000,4050.000000
"F",0.040000,672,12000,5400.000000
"F",0.040000,672,12000,5400.000000
"F",0.040000,672,14000,6300.000000
"F",0.040000,672,15000,6750.000000
"F",0.040000,672,16000,7200.000000
"F",0.040000,672,17000,7650.000000
"F",0.040000,672,35000,15750.000000
"F",0.040000,673,1000,450.000000
"F",0.040000,673,3000,1350.000000
"F",0.040000,673,3000,1350.000000
"F",0.040000,673,3000,1350.000000
"F",0.040000,673,4000,1800.000000
"F",0.040000,673,7000,3150.000000
"F",0.040000,673,8000,3600.000000
"F",0.040000,673,13000,5850.000000
"F",0.040000,673,23000,10350.000000
"F",0.040000,673,28000,12600.000000
"F",0.040000,673,32000,14400.000000
"F",0.040000,673,34000,15300.000000
"F",0.040000,674,2000,900.000000
"F",0.040000,674,3000,1350.000000
"F",0.040000,674,6000,2700.000000
"F",0.040000,674,8000,3600.000000
"F",0.040000,674,10000,4500.000000
"F",0.040000,674,11000,4950.000000
"F",0.040000,674,12000,5400.000000
"F",0.040000,674,15000,6750.000000
"F",0.040000,674,15000,6750.000000
"F",0.040000,674,17000,7650.000000
"F",0.040000,675,500,225.000000
"F",0.040000,675,2000,900.000000
"F",0.040000,675,4000,1800.000000
"F",0.040000,675,4000,1800.000000
"F",0.040000,675,5000,2250.000000
"F",0.040000,675,5000,2250.000000
"F",0.040000,675,6000,2700.000000
"F",0.040000,675,6000,2700.000000
"F",0.040000,675,8000,3600.000000
"F",0.040000,675,12000,5400.000000
"F",0.040000,675,15000,6750.000000
"F",0.040000,675,25000,11250.000000
"F",0.040000,675,32000,14400.000000
"F",0.040000,675,36000,16200.000000
"F",0.040000,676,4000,1800.000000
"F",0.040000,676,10000,4500.000000
"F",0.040000,676,13000,5850.000000
"F",0.040000,676,19000,8550.000000
"F",0.040000,677,500,225.000000
"F",0.040000,677,1000,450.000000
"F",0.040000,677,1000,450.000000
"F",0.040000,677,2000,900.000000
"F",0.040000,677,4000,1800.000000
"F",0.040000,677,7000,3150.000000
"F",0.040000,677,22000,9900.000000
"F",0.040000,677,25000,11250.000000
"F",0.040000,677,32000,14400.000000
"F",0.040000,677,32000,14400.000000
"F",0.040000,678,2000,900.000000
"F",0.040000,678,2000,900.000000
"F",0.040000,678,5000,2250.000000
"F",0.040000,678,6000,2700.000000
"F",0.040000,678,11000,4950.000000
"F",0.040000,678,12000,5400.000000
"F",0.040000,678,21000,9450.000000
"F",0.040000,679,1000,450.000000
"F",0.040000,679,6000,2700.000000
"F",0.040000,679,9000,4050.000000
"F",0.040000,679,13000,5850.000000
"F",0.040000,679,17000,7650.000000
"F",0.040000,679,19000,8550.000000
"F",0.040000,679,22000,9900.000000
"F",0.040000,679,36000,16200.000000
"F",0.040000,679,38000,17100.000000
"F",0.040000,680,1000,450.000000
"F",0.040000,680,3000,1350.000000
"F",0.040000,680,5000,2250.000000
"F",0.040000,680,6000,2700.000000
"F",0.040000,680,9000,4050.000000
"F",0.040000,680,12000,5400.000000
"F",0.040000,680,16000,7200.000000
"F",0.040000,680,17000,7650.000000
"F",0.040000,680,18000,8100.000000
"F",0.040000,680,22000,9900.000000
"F",0.040000,680,23000,10350.000000
"F",0.040000,680,32000,14400.000000
"F",0.040000,680,35000,15750.000000
"F",0.040000,680,38000,17100.000000
"F",0.040000,681,1000,450.000000
"F",0.040000,681,2000,900.000000
"F",0.040000,681,3000,1350.000000
"F",0.040000,681,8000,3600.000000
"F",0.040000,681,11000,4950.000000
"F",0.040000,681,13000,5850.000000
"F",0.040000,681,15000,6750.000000
"F",0.040000,681,17000,7650.000000
"F",0.040000,681,19000,8550.000000
"F",0.040000,681,26000,11700.000000
"F",0.040000,682,2000,900.000000
"F",0.040000,682,3000,1350.000000
"F",0.040000,682,8000,3600.000000
"F",0.040000,682,9000,4050.000000
"F",0.040000,682,13000,5850.000000
"F",0.040000,682,13000,5850.000000
"F",0.040000,682,19000,8550.000000
"F",0.040000,682,23000,10350.000000
"F",0.040000,682,24000,10800.000000
"F",0.040000,682,25000,11250.000000
"F",0.040000,683,4000,1800.000000
"F",0.040000,683,4000,1800.000000
"F",0.040000,683,6000,2700.000000
"F",0.040000,683,7000,3150.000000
"F",0.040000,683,8000,3600.000000
"F",0.040000,683,10000,4500.000000
"F",0.040000,683,12000,5400.000000
"F",0.040000,683,13000,5850.000000
"F",0.040000,683,19000,8550.000000
"F",0.040000,683,20000,9000.000000
"F",0.040000,683,38000,17100.000000
"F",0.040000,684,500,225.000000
"F",0.040000,684,5000,2250.000000
"F",0.040000,684,10000,4500.000000
"F",0.040000,684,10000,4500.000000
"F",0.040000,684,11000,4950.000000
"F",0.040000,684,27000,12150.000000
"F",0.040000,684,28000,12600.000000
"F",0.040000,684,31000,13950.000000
"F",0.040000,684,31000,13950.000000
"F",0.040000,684,35000,15750.000000
"F",0.040000,684,35000,15750.000000
"F",0.040000,685,3000,1350.000000
"F",0.040000,685,6000,2700.000000
"F",0.040000,685,6000,2700.000000
"F",0.040000,685,8000,3600.000000
"F",0.040000,685,11000,4950.000000
"F",0.040000,685,13000,5850.000000
"F",0.040000,686,2000,900.000000
"F",0.040000,686,3000,1350.000000
"F",0.040000,686,3000,1350.000000
"F",0.040000,686,4000,1800.000000
"F",0.040000,686,11000,4950.000000
"F",0.040000,686,11000,4950.000000
"F",0.040000,686,33000,14850.000000
"F",0.040000,686,35000,15750.000000
"F",0.040000,687,3000,1350.000000
"F",0.040000,687,6000,2700.000000
"F",0.040000,687,7000,3150.000000
"F",0.040000,687,7000,3150.000000
"F",0.040000,687,7000,3150.000000
"F",0.040000,687,14000,6300.000000
"F",0.040000,687,25000,11250.000000
"F",0.040000,687,34000,15300.000000
"F",0.040000,688,3000,1350.000000
"F",0.040000,688,6000,2700.000000
"F",0.040000,688,7000,3150.000000
"F",0.040000,688,13000,5850.000000
"F",0.040000,688,35000,15750.000000
"F",0.040000,688,36000,16200.000000
"F",0.040000,689,4000,1800.000000
"F",0.040000,689,5000,2250.000000
"F",0.040000,689,6000,2700.000000
"F",0.040000,690,1000,450.000000
"F",0.040000,690,4000,1800.000000
"F",0.040000,690,4000,1800.000000
"F",0.040000,690,8000,3600.000000
"F",0.040000,690,23000,10350.000000
"F",0.040000,691,1000,450.000000
"F",0.040000,691,6000,2700.000000
"F",0.040000,691,7000,3150.000000
"F",0.040000,691,7000,3150.000000
"F",0.040000,691,11000,4950.000000
"F",0.040000,691,11000,4950.000000
"F",0.040000,691,11000,4950.000000
"F",0.040000,691,13000,5850.000000
"F",0.040000,691,19000,8550.000000
"F",0.040000,691,35000,15750.000000
"F",0.040000,692,500,225.000000
"F",0.040000,692,3000,1350.000000
"F",0.040000,692,4000,1800.000000
"F",0.040000,692,4000,1800.000000
"F",0.040000,692,14000,6300.000000
"F",0.040000,692,26000,11700.000000
"F",0.040000,692,30000,13500.000000
"F",0.040000,692,33000,14850.000000
"F",0.040000,693,5000,2250.000000
"F",0.040000,693,9000,4050.000000
"F",0.040000,693,34000,15300.000000
"F",0.040000,694,3000,1350.000000
"F",0.040000,694,4000,1800.000000
"F",0.040000,694,6000,2700.000000
"F",0.040000,694,6000,2700.000000
"F",0.040000,694,7000,3150.000000
"F",0.040000,694,11000,4950.000000
"F",0.040000,694,12000,5400.000000
"F",0.040000,694,18000,8100.000000
"F",0.040000,694,23000,10350.000000
"F",0.040000,695,2000,900.000000
"F",0.040000,695,7000,3150.000000
"F",0.040000,695,9000,4050.000000
"F",0.040000,695,9000,4050.000000
"F",0.040000,696,3000,1350.000000
"F",0.040000,696,4000,1800.000000
"F",0.040000,696,4000,1800.000000
"F",0.040000,696,8000,3600.000000
"F",0.040000,696,10000,4500.000000
"F",0.040000,696,12000,5400.000000
"F",0.040000,696,17000,7650.000000
"F",0.040000,696,33000,14850.000000
"F",0.040000,696,34000,15300.000000
"F",0.040000,697,2000,900.000000
